"","X12S","X16S","BDNF","CXCR4","cytb","H3A","NCX1","ND1","ND2","POMC","RAG1","RHOD","SIA","SLC8A3","TYR"
"4676","FJ595198","AY236807","","","DQ333372","","","","","","","","","",""
"4677","DQ642135","AY236809","","","EF191042","","","","","","","AY341815","","",""
"4678","AJ440771","DQ642111","","","AY236777","","","","","","","","","",""
"4679","DQ642137","DQ642112","","","AY236779","","","JX564882","JX564882","","","","","",""
"4680","DQ283111","DQ283111","","AY364173","AY236783","DQ284157","AY523709","AY523762","","","AY364203","DQ283824","DQ282682","AY948859",""
"4681","","","","","","","","","","","","","","",""
"4682","DQ346959","GU136106","","","AF249086","","","","","","","AF249120","","","AF249183"
"4683","","","","","","","","","","","","","","",""
"4684","AF249025","AF249041","","","AF249075","","","","","","","AF249121","","","AF249184"
"4685","","","","","","","","","","","","","","",""
"4686","","","","","","","","","","","","","","",""
"4687","","","","","","","","","","","","","","",""
"4688","","AB530626","","","","","","","","","","","","",""
"4689","","","","","","","","","","","","","","",""
"4690","","","","","","","","","","","","","","",""
"4691","","","","","","","","","","","","","","",""
"4692","DQ347064","DQ347346","","","","","","","","","DQ347289","DQ347410","","","DQ347197"
"4693","DQ283415","DQ283415","","","","DQ284396","","","","","","","","",""
"4694","KF938364","KF938367","KF991295","","KF991315","","","","","","","","KF991356","",""
"4695","DQ022335","DQ022363","KF693509","","KF693687","DQ284130","","","","","KF693629","DQ283800","DQ282665","",""
"4696","","","","","","","","","","","","","","",""
"4697","KF693313","KF693412","KF693514","","KF693689","","","","","","KF693634","","KF693574","",""
"4698","KF693316","KF693414","KF693516","","KF693692","","","","","","KF693636","","KF693576","",""
"4699","KF693328","KF693423","KF693518","","KF693694","","","","","","KF693638","","KF693578","",""
"4700","DQ283074","DQ283074","KF693521","","KF693695","DQ284129","","","","","KF693641","DQ283799","DQ282664","",""
"4701","DQ022336","DQ022364","KF693522","AY364183","AY341738","","","","","","AY571656","AY364394","KF693583","","AY341757"
"4702","KF693347","KF693445","KF693526","","","","","","","","KF693646","","KF693586","",""
"4703","KF693359","KF693446","KF693533","","KF693699","","","","","","KF693653","","KF693593","",""
"4704","JX564884","JX564884","","","","","","JX564884","JX564884","","","","","",""
"4705","DQ022330","DQ022358","","","","","","","","","","","","",""
"4706","FJ829260","FJ829260","","","","","","","","","","","","",""
"4707","DQ347031","DQ347319","KF693480","EF017996","KF693662","DQ284212","EF018021","","","","DQ347259","DQ347378","DQ282725","EF107379","DQ347164"
"4708","","","","","","","","","","","","","","",""
"4709","","","","","","","","","","","","","","",""
"4710","","GU457535","","","","","","","","","","","","",""
"4711","GU457538","EU718714","","","","","","","","","","","","",""
"4712","","","","","","","","","","","","","","",""
"4713","","","","","","","","","","","","","","",""
"4714","DQ022333","DQ022362","KF693479","","KF693661","DQ284135","","","","","KF693601","","DQ282668","","DQ282916"
"4715","AF215139","EU718715","","","","","","","","","","","","",""
"4716","","","","","","","","","","","","","","",""
"4717","","","","","","","","","","","","","","",""
"4718","","","","","","","","","","","","","","",""
"4719","","","","","","","","","","","","","","",""
"4720","FJ829261","FJ829264","","","","","","","","","","","","",""
"4721","EU075281","EU075281","KF693478","","KF693660","DQ284266","","","","","GU457634","DQ283912","DQ282768","",""
"4722","FJ769105","GU457578","","","","","","","","","","","","",""
"4723","","","","","","","","","","","","","","",""
"4724","GU457545","EU718719","","","","","","","","","","","","",""
"4725","DQ022331","FJ769102","","","","","","","","","","","","",""
"4726","","","","","","","","","","","","","","",""
"4727","","","","","","","","","","","","","","",""
"4728","","GU732283","","","","","","","","","","","","",""
"4729","EU075287","EU075287","","","EU074984","DQ284259","","","","","","DQ283904","","",""
"4730","EU075276","EU075276","","","EU074974","DQ284253","","","","","","DQ283900","DQ282760","",""
"4731","","","","","","","","","","","","","","",""
"4732","GU457546","GU457549","","","","","","","","","","","","",""
"4733","GU457550","EU718721","","","","","","","","","","","","",""
"4734","","","","","","","","","","","","","","",""
"4735","GU457553","EU718722","","","","","","","","","","","","",""
"4736","","","","","","","","","","","","","","",""
"4737","FJ829269","FJ829269","","","","","","","","","","","","",""
"4738","GU457555","EU718723","","","","","","","","","","","","",""
"4739","GU457556","EU718724","","","","","","","","","","","","",""
"4740","","","","","","","","","","","","","","",""
"4741","","","","","","","","","","","","","","",""
"4742","EU075292","EU075292","","","","","","","","","","","","",""
"4743","GU457558","FJ415752","","","","","","","","","","","","",""
"4744","","","","","","","","","","","","","","",""
"4745","","","","","","","","","","","","","","",""
"4746","GU457580","GU457580","","","","","","","","","","","","",""
"4747","JX564885","JX564885","","","JX564885","","","JX564885","JX564885","","","","","",""
"4748","","FJ889460","","","","","","","","","","","","",""
"4749","DQ347059","FJ829274","","EF017997","","","EF018022","","","","DQ347284","DQ347403","","EF107398","DQ347192"
"4750","GU457559","GU457559","","","","","","","","","","","","",""
"4751","EU075279","EU075279","","","EU074983","","","","","","","","","",""
"4752","GU457561","FJ415766","","","","","","","","","","","","",""
"4753","EU075294","EU075294","","","","DQ284402","","","","","GU457700","DQ284026","DQ282881","",""
"4754","GU457563","GU457564","","","","","","","","","","","","",""
"4755","FJ769109","FJ769110","","","","","","","","","","","","",""
"4756","FJ829285","FJ829288","","","","","","","","","","","","",""
"4757","","","","","","","","","","","","","","",""
"4758","DQ347012","EU718726","","","","DQ284395","","","","","DQ019507","DQ347362","DQ282871","","DQ347145"
"4759","","","","","","","","","","","","","","",""
"4760","","","","","","","","","","","","","","",""
"4761","FJ829305","FJ829305","","","","","","","","","","","","",""
"4762","","","","","","","","","","","","","","",""
"4763","","","","","","","","","","","","","","",""
"4764","FJ829310","GQ183591","","","","","","","","","","","","",""
"4765","","","","","","","","","","","","","","",""
"4766","GU457567","GU457567","","","","","","","","","","","","",""
"4767","GU457569","GU457570","","","","","","","","","","","","",""
"4768","GU457571","JN813916","","","","","","","","","","","","",""
"4769","GU457574","GU457575","","","","","","","","","","","","",""
"4770","","","","","","","","","","","","","","",""
"4771","","JQ954867","","","","","","","","","","","","",""
"4772","","","","","","","","","","","","","","",""
"4773","EU075299","EU075300","","","","","","","","","","","","",""
"4774","KF020538","KF020538","","","","","","","","","","","","",""
"4775","DQ283083","DQ283083","","","","DQ284339","","","","","","DQ283804","DQ282667","","DQ282973"
"4776","","","","","","","","","","","","","","",""
"4777","","FJ889503","","","","","","","","","","","","",""
"4778","","JF828579","","","","","","","","","","","","",""
"4779","KF020555","KF020552","","","","","","","","","","","","",""
"4780","","","","","","","","","","","","","","",""
"4781","","","","","","","","","","","","","","",""
"4782","","","","","","","","","","","","","","",""
"4783","","","","","","","","","","","","","","",""
"4784","GU457581","GU457586","","","","","","","","","","","","",""
"4785","EU075301","EU075301","","","","","","","","","","","","",""
"4786","FJ829316","FJ829316","","","","","","","","","","","","",""
"4787","","FJ829317","","","","","","","","","","","","",""
"4788","FJ829318","FJ829318","","","","","","","","","","","","",""
"4789","GU457589","GU457589","","","","","","","","","","","","",""
"4790","","","","","","","","","","","","","","",""
"4791","FJ769111","FJ769112","","","","","","","","","","","","",""
"4792","AY341634","AY523756","JQ073152","AY523685","AY341744","HM998947","AY523702","NC_015615","NC_015615","HM998964","AY523735","DQ347348","","EF107344",""
"4793","","","","","","","","","","","","","","",""
"4794","","","","","","","","","","","","","","",""
"4795","","","","","","","","","","","","","","",""
"4796","","","","","","","","","","","","","","",""
"4797","","","","","","","","","","","","","","",""
"4798","DQ283251","DQ283251","","","NC_015617","DQ284277","HQ260711","NC_015617","NC_015617","HM998963","JP287603","DQ283922","DQ282774","",""
"4799","","","","","","","","","","","","","","",""
"4800","AY581622","AY581622","EF407512","","AY341743","","","","","","AY323761","AY323734","","",""
"4801","AY581621","AY364366","","AY364174","GQ244477","","AY523711","GQ244477","GQ244477","","AY364204","AY364389","DQ282660","EF107351","DQ347133"
"4802","","","","","","","","","","","","","","",""
"4803","NC_015618","NC_015618","","","NC_015618","HM998948","HM998953","NC_015618","NC_015618","HM998965","HM998975","HM998985","","",""
"4804","AY581634","AY581634","","","","","","","","","","","","",""
"4805","AY581627","AY581627","","","","","","","","","EF535929","","","",""
"4806","AY581656","AY581656","","","NC_018776","","","NC_018776","NC_018776","EU441512","EF535912","","","",""
"4807","AY581633","AY581633","","","","","","","","","EF535935","","","",""
"4808","AY581637","AY581637","","","","","","","","","EF535904","","","",""
"4809","AY581665","AY581665","","","AY217722","","","","","EU446247","AY874311","","","",""
"4810","","","","","","","","","","","AY874323","","","",""
"4811","AY581650","AY581650","","","AY217678","DQ284418","","","HG427484","","EF535915","","","",""
"4812","","HQ225660","","","","","","","","","","","","",""
"4813","NC_001573","M10217","","Y17895","AF172391","","","NC_001573","HM991335","AY819075","EF535914","","","NM_001093062","AY341764"
"4814","AY581643","AY581643","","","","","","","","","EF535907","","","",""
"4815","HQ225681","HQ225685","","","","","","","","","HQ225703","","","",""
"4816","AY581625","AY581625","","","","","","","","","","","","",""
"4817","AY581659","AY581659","","","AY217718 ","","","","","EU446262","EF535911","","","",""
"4818","AY581642","AY581642","","","","","","","","","","","","",""
"4819","AY581626","AY581626","","","","","","","","","EF535919","","","",""
"4820","AY581624","AY581624","","","","","","","","","EF535948","","","",""
"4821","AY581671","AY581671","","NM_001097362","AY789013","DQ284350","","","","NM_001011318","AY874307","DQ283985","","AY948891",""
"4822","AY581636","AY581636","","","","","","","","","","","","",""
"4823","AY581647","AY581647","","","NC_018775","","","NC_018775","NC_018775","","","","","",""
"4824","AY581630","AY581630","","","","","","","","","","","","EF107370",""
"4825","","","","","","","","","","","","","","",""
"4826","AF261243","AF261261","","","","","","","","","","","","",""
"4827","","","","","","","","","","","","","","",""
"4828","","","","","","","","","","","","","","",""
"4829","","AY517618","","","","","","","","","","","","",""
"4830","AF261249","AF261267","KC180108","","DQ525961","","","","","","","","","","KC180299"
"4831","","","","","","","","","","","","","","",""
"4832","","","","","","","","","","","","","","",""
"4833","","AY517602","","","","","","","","","","","","",""
"4834","","","","","","","","","","","","","","",""
"4835","","","","","","","","","","","","","","",""
"4836","","GQ183595","","","","","","","","","","","","",""
"4837","","","","","","","","","","","","","","",""
"4838","DQ283067","DQ283067","","KF380104","","","KF379773","","","","","DQ283792","","","KF380288"
"4839","","KF380408","","KF380043","","","KF379787","","","","","","","","KF380183"
"4840","","","","","","","","","","","","","","",""
"4841","","","","","","","","","","","","","","",""
"4842","","","","","","","","","","","","","","",""
"4843","","","","","","","","","","","","","","",""
"4844","","","","","","","","","","","","","","",""
"4845","","","","","","","","","","","","","","",""
"4846","","","","","","","","","","","","","","",""
"4847","","AY517606","","","","","","","","","","","","",""
"4848","","DQ525918","","","","","","","","","","","","",""
"4849","","","","","","","","","","","","","","",""
"4850","DQ022339","DQ283031","JQ073146","EF017992","AY341734","DQ284052","EF018017","JX564890","JX564890","","AY571658","AY880662","","","AY341753"
